State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Karnataka,Bangalore,CinepolisEtaNammaMall,Kannada,13:20,Premium,150₹,29,23
Karnataka,Bangalore,CinepolisEtaNammaMall,Kannada,13:20,Executive,150₹,69,22
Karnataka,Hubli,ShringarCinemaHubli,Kannada,18:00,Balcony,150₹,190,84
Karnataka,Hubli,ShringarCinemaHubli,Kannada,18:00,DressCircle,100₹,504,112
Karnataka,Hubli,ShringarCinemaHubli,Kannada,21:00,Balcony,150₹,190,84
Karnataka,Hubli,ShringarCinemaHubli,Kannada,21:00,DressCircle,100₹,504,112
