State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
WestBengal,Kolkata,InoxCityCentreSaltlake,Hindi,09:40,DressCircle,112₹,190,0
WestBengal,Kolkata,InoxCityCentreSaltlake,Hindi,09:40,Galleria,112₹,76,0
WestBengal,Kolkata,InoxCityCentreSaltlake,Hindi,09:40,Royale,112₹,38,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,09:50,Vip,450₹,8,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,09:50,Normal,130₹,25,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,09:50,Premium,130₹,35,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,09:50,Executive,130₹,68,0
Maharashtra,Mumbai,CinepolisMagnetMall,Hindi,10:00,Vip,200₹,14,0
Maharashtra,Mumbai,CinepolisMagnetMall,Hindi,10:00,Normal,110₹,36,0
Maharashtra,Mumbai,CinepolisMagnetMall,Hindi,10:00,Executive,110₹,68,2
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Hindi,10:15,Recliner,350₹,9,0
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Hindi,10:15,PrimePlus,150₹,70,0
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Hindi,10:15,Prime,100₹,42,0
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Hindi,10:15,Classic,90₹,42,0
WestBengal,Kolkata,CinepolisAcropolisMall,Hindi,10:45,Premium,160₹,42,2
WestBengal,Kolkata,CinepolisAcropolisMall,Hindi,10:45,Executive,140₹,134,3
WestBengal,Kolkata,CinepolisAcropolisMall,Hindi,10:45,Normal,120₹,34,0
WestBengal,Siliguri,InoxCityCentreMatigara,Hindi,10:45,Royale,350₹,10,0
WestBengal,Siliguri,InoxCityCentreMatigara,Hindi,10:45,Club,280₹,176,0
WestBengal,Siliguri,InoxCityCentreMatigara,Hindi,10:45,Executive,250₹,32,0
Maharashtra,Pune,CinepolisSeasonsMall,Hindi,11:00,Normal,110₹,17,0
Maharashtra,Pune,CinepolisSeasonsMall,Hindi,11:00,Premium,110₹,22,6
Maharashtra,Pune,CinepolisSeasonsMall,Hindi,11:00,Executive,110₹,62,2
WestBengal,Kolkata,PvrDiamondPlazaJassore,Hindi,11:05,Recliner,330₹,14,0
