State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
UttarPradesh,Moradabad,PvrParshvanathMallMoradabad,Hindi,10:45,Classic,99₹,72,0
UttarPradesh,Moradabad,PvrParshvanathMallMoradabad,Hindi,10:45,ClassicPlus,99₹,161,18
UttarPradesh,Moradabad,PvrParshvanathMallMoradabad,Hindi,10:45,Classic,99₹,72,0
UttarPradesh,Moradabad,PvrParshvanathMallMoradabad,Hindi,10:45,ClassicPlus,99₹,161,18
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,11:15,Recliner,170₹,8,0
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,11:15,Classic,110₹,26,0
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,11:15,Prime,110₹,46,0
Delhi,DelhiNcr,CinepolisSmartBharatMall,Hindi,12:00,Premium,150₹,76,4
Delhi,DelhiNcr,CinepolisSmartBharatMall,Hindi,12:00,Classic,150₹,171,0
UttarPradesh,Lucknow,PvrSingaporeMallGomtiNagar,Hindi,12:30,Classic,99₹,180,0
Haryana,Gurgaon,PvrAmbienceGoldGurgaon,Hindi,13:35,Platinum,400₹,28,1
Haryana,Gurgaon,PvrAmbienceGoldGurgaon,Hindi,13:35,PlatinumSuperior,400₹,16,1
UttarPradesh,Noida,PvrGoldLogixCityCentreNoida,Hindi,14:10,Recliner,700₹,24,0
UttarPradesh,Noida,PvrGoldLogixCityCentreNoida,Hindi,14:10,Recliner,700₹,32,2
UttarPradesh,Lucknow,PvrPhoenixUnitedMallAlambagh,Hindi,15:00,Recliner,149₹,12,4
UttarPradesh,Lucknow,PvrPhoenixUnitedMallAlambagh,Hindi,15:00,Classic,99₹,179,4
UttarPradesh,Lucknow,PvrPhoenixUnitedMallAlambagh,Hindi,15:00,Prime,99₹,26,3
Delhi,DelhiNcr,CinepolisSmartBharatMall,Hindi,15:35,Normal,150₹,36,0
UttarPradesh,Lucknow,PvrSaharaGanjMallHazratganj,Hindi,15:40,Recliner,149₹,12,0
UttarPradesh,Lucknow,PvrSaharaGanjMallHazratganj,Hindi,15:40,Classic,99₹,171,7
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,18:30,Vip,450₹,11,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,18:30,Premium,170₹,36,5
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,18:30,Executive,160₹,96,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,18:30,Normal,150₹,29,0
UttarPradesh,Noida,PvrLogixCityCentreNoida,Hindi,20:05,Classic,99₹,78,0
UttarPradesh,Noida,PvrLogixCityCentreNoida,Hindi,20:05,Classic,99₹,89,6
