State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Telangana,Hyderabad,PvrNextGalleriaMallPanjagutta,English,10:50,Classic,150₹,144,144
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,11:30,Recliner,300₹,8,4
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,11:30,Classic,160₹,26,0
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,11:30,Prime,160₹,46,16
Haryana,Gurgaon,PvrMgfMallGurgaon,English,12:10,Classic,189₹,104,0
Haryana,Gurgaon,PvrMgfMallGurgaon,English,12:10,Prime,189₹,61,0
Maharashtra,Mumbai,InoxAtriaMallWorli,English,12:15,Insignia,670₹,30,1
UttarPradesh,Lucknow,InoxEmeraldMallLucknow,English,12:55,Club,139₹,64,0
UttarPradesh,Lucknow,InoxEmeraldMallLucknow,English,12:55,Executive,139₹,16,0
UttarPradesh,Lucknow,InoxEmeraldMallLucknow,English,12:55,Royale,139₹,44,0
Maharashtra,Mumbai,InoxMegaplexInorbitMall,English,13:10,Kiddles,240₹,53,8
Delhi,DelhiNcr,PvrPacificSubhashNagar,English,13:15,Prime,239₹,88,0
Delhi,DelhiNcr,PvrPacificSubhashNagar,English,13:15,Classic,189₹,52,0
Maharashtra,Pune,CinepolisWestendMall,English,13:15,Normal,200₹,21,0
Maharashtra,Pune,CinepolisWestendMall,English,13:15,Premium,200₹,35,8
Maharashtra,Pune,CinepolisWestendMall,English,13:15,Executive,200₹,62,0
Delhi,DelhiNcr,PvrVegasPlayHouseDwarkaDelhiNcr,English,13:30,Recliner,400₹,8,0
Delhi,DelhiNcr,PvrVegasPlayHouseDwarkaDelhiNcr,English,13:30,Prime,300₹,14,0
Delhi,DelhiNcr,PvrVegasPlayHouseDwarkaDelhiNcr,English,13:30,Classic,250₹,36,2
Maharashtra,Mumbai,CinepolisVipVivianaMall,English,13:35,Vip,400₹,74,8
Maharashtra,Mumbai,CinepolisVipVivianaMall,English,14:10,Vip,400₹,76,8
UttarPradesh,Noida,PvrLogixCityCentreNoida,English,14:15,Classic,310₹,49,2
UttarPradesh,Noida,PvrLogixCityCentrePlayHouseNoida,English,14:15,Classic,310₹,49,2
Maharashtra,Pune,CinepolisSeasonsMall,English,14:20,Premium,240₹,34,0
Maharashtra,Pune,CinepolisSeasonsMall,English,14:20,Normal,220₹,29,0
Maharashtra,Pune,CinepolisSeasonsMall,English,14:20,Executive,220₹,79,0
Maharashtra,Mumbai,MetroInoxCinemaMGRoad,English,15:40,Kiddles,360₹,34,0
Karnataka,Bangalore,PvrVegaPlayHouseBannerghattaRoad,English,15:50,3DClassic,240₹,62,4
Haryana,Gurgaon,CinepolisAiriaMall,English,15:55,DoubleSofa,310₹,24,0
Haryana,Gurgaon,CinepolisAiriaMall,English,15:55,Lounger,290₹,8,0
Haryana,Gurgaon,CinepolisAiriaMall,English,15:55,Normal,270₹,22,0
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,16:10,Recliner,400₹,8,4
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,16:10,Prime,260₹,46,16
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,Hindi,16:10,Classic,230₹,26,0
UttarPradesh,Lucknow,InoxEmeraldMallLucknow,Hindi,17:20,Club,139₹,64,0
UttarPradesh,Lucknow,InoxEmeraldMallLucknow,Hindi,17:20,Executive,139₹,16,0
UttarPradesh,Lucknow,InoxEmeraldMallLucknow,Hindi,17:20,Royale,139₹,44,0
Maharashtra,Mumbai,InoxMegaplexInorbitMall,English,17:25,Kiddles,320₹,53,0
UttarPradesh,Noida,PvrLogixCityCentreNoida,English,17:55,Classic,310₹,38,38
UttarPradesh,Noida,PvrLogixCityCentrePlayHouseNoida,English,17:55,Classic,310₹,38,38
Delhi,DelhiNcr,PvrPromenadeVasantKunj,English,18:05,Prime,390₹,21,2
Delhi,DelhiNcr,PvrPromenadeVasantKunj,English,18:05,Classic,340₹,84,1
Karnataka,Bangalore,PvrPlayHouseForumMallKoramangala,English,19:20,3DClassic,270₹,92,26
Karnataka,Bangalore,PvrPlayHousePhoenixMarketcityMallWhit,English,19:20,3DRecliner,440₹,8,8
Karnataka,Bangalore,PvrPlayHousePhoenixMarketcityMallWhit,English,19:20,3DClassic,250₹,120,20
Maharashtra,Mumbai,InoxAtriaMallWorli,English,19:40,Insignia,"1,070₹",34,8
