State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
WestBengal,Kolkata,PvrDiamondPlazaJassore,Bengali,19:00,Recliner,149₹,12,0
WestBengal,Kolkata,PvrDiamondPlazaJassore,Bengali,19:00,Classic,99₹,100,1
WestBengal,Kolkata,PvrDiamondPlazaJassore,Bengali,19:00,Prime,99₹,11,0
