State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Odisha,Bhubaneswar,InoxBmcBhawaniMallShahidNagar,Oriya,18:15,Club,150₹,126,0
Odisha,Bhubaneswar,InoxBmcBhawaniMallShahidNagar,Oriya,18:15,Executive,150₹,42,6
Odisha,Bhubaneswar,InoxBmcBhawaniMallShahidNagar,Oriya,18:15,Royale,150₹,36,5
Odisha,Bhubaneswar,InoxDnRegaliaMallPatrapada,Oriya,19:00,Club,150₹,40,0
Odisha,Bhubaneswar,InoxDnRegaliaMallPatrapada,Oriya,19:00,Executive,150₹,20,0
Odisha,Bhubaneswar,InoxDnRegaliaMallPatrapada,Oriya,19:00,Royal,150₹,73,0
Odisha,Cuttack,InoxSgblSquareMallCuttack,Oriya,19:30,RoyalRecliner,240₹,6,0
Odisha,Cuttack,InoxSgblSquareMallCuttack,Oriya,19:30,Club,140₹,100,0
Odisha,Cuttack,InoxSgblSquareMallCuttack,Oriya,19:30,Executive,140₹,12,0
Odisha,Cuttack,InoxSgblSquareMallCuttack,Oriya,19:30,Royal,140₹,70,0
