State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Delhi,DelhiNcr,PvrVegasDwarkaDelhiNcr,Malayalam,13:00,Classic,250₹,108,0
Delhi,DelhiNcr,PvrVegasDwarkaDelhiNcr,Malayalam,13:00,Prime,300₹,74,0
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Malayalam,14:35,Recliner,350₹,7,4
Karnataka,Bangalore,PvrPhoenixMarketcityMallWhitefieldRoad,Malayalam,14:35,Classic,190₹,72,3
Haryana,Gurgaon,PvrMgfMallGurgaon,Malayalam,14:45,Recliner,300₹,8,0
Haryana,Gurgaon,PvrMgfMallGurgaon,Malayalam,14:45,Classic,200₹,72,0
Haryana,Gurgaon,PvrMgfMallGurgaon,Malayalam,14:45,Prime,200₹,52,2
Telangana,Hyderabad,PvrIrrumManzilKhairatabad,Malayalam,16:25,Recliner,250₹,8,3
Telangana,Hyderabad,PvrIrrumManzilKhairatabad,Malayalam,16:25,Classic,150₹,132,17
Karnataka,Bangalore,PvrMsrElementsMallTanisandhraMainRoad,Malayalam,16:40,Classic,170₹,95,7
Maharashtra,Mumbai,PvrXperiaPalavaDombivaliE,Malayalam,18:15,Recliner,330₹,12,0
Maharashtra,Mumbai,PvrXperiaPalavaDombivaliE,Malayalam,18:15,Prime,230₹,114,3
Maharashtra,Mumbai,PvrXperiaPalavaDombivaliE,Malayalam,18:15,Classic,180₹,38,0
Gujarat,Surat,PvrRahulRajMallDumasRoad,Malayalam,18:30,Recliner,360₹,24,5
Gujarat,Surat,PvrRahulRajMallDumasRoad,Malayalam,18:30,Prime,170₹,72,16
Gujarat,Surat,PvrRahulRajMallDumasRoad,Malayalam,18:30,ClassicPlus,150₹,30,0
Gujarat,Surat,PvrRahulRajMallDumasRoad,Malayalam,18:30,Classic,130₹,30,0
Karnataka,Doddaballapur,PvrHeritageRslEcrChennai,Malayalam,18:50,Prime,202₹,99,13
Karnataka,Doddaballapur,PvrHeritageRslEcrChennai,Malayalam,18:50,Classic,63₹,11,11
Karnataka,Mangalore,PvrForumFizaMallPandeshwar,Malayalam,18:55,Classic,150₹,71,1
UttarPradesh,Noida,PvrLogixCityCentreNoida,Malayalam,21:25,Classic,320₹,89,0
