State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Gujarat,Vadodara,CinemarcVip,Gujarathi,10:30,Sofa,100₹,19,0
Gujarat,Vadodara,CinemarcVip,Gujarathi,10:30,Gold,80₹,20,0
Gujarat,Vadodara,CinemarcVip,Gujarathi,10:30,Silver,80₹,87,0
Gujarat,Vadodara,CinemarcVip,Gujarathi,10:30,Premium,80₹,13,0
Gujarat,Rajkot,CosmoplexMultiplexKalawadRoad,Gujarathi,11:15,Crew,160₹,10,0
Gujarat,Gandhinagar,InoxR21Gandhinagar,Gujarathi,12:05,Ebony,190₹,35,0
Gujarat,Rajkot,InoxRWorldRajkot,Gujarathi,12:20,Platinum,170₹,172,9
Gujarat,Jamnagar,InoxCrystalMallJamnagar,Gujarathi,14:20,Royal,140₹,34,2
Gujarat,Jamnagar,InoxCrystalMallJamnagar,Gujarathi,14:20,Club,112₹,112,4
Gujarat,Jamnagar,InoxCrystalMallJamnagar,Gujarathi,14:20,Executive,112₹,20,0
Gujarat,Rajkot,CarnivalGardenHotelAndResortRajkot,Gujarathi,15:10,SingleSofa,300₹,84,0
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Gujarathi,15:35,Recliner,450₹,8,0
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Gujarathi,15:35,PrimePlus,200₹,66,0
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Gujarathi,15:35,Prime,150₹,65,1
Gujarat,Ahmedabad,PvrAcropolisMallThaltej,Gujarathi,15:35,Classic,125₹,39,0
Gujarat,Surat,InoxVrSuratDumasRoad,Gujarathi,15:40,RoyalRecliner,330₹,10,0
Gujarat,Surat,InoxVrSuratDumasRoad,Gujarathi,15:40,Royal,170₹,54,5
Gujarat,Surat,InoxVrSuratDumasRoad,Gujarathi,15:40,Club,150₹,102,0
Gujarat,Surat,InoxVrSuratDumasRoad,Gujarathi,15:40,Executive,140₹,34,0
Gujarat,Surendranagar,MahalaxmiMultiplexSurendranagar,Gujarathi,16:00,Gold,150₹,122,0
Gujarat,Surendranagar,MahalaxmiMultiplexSurendranagar,Gujarathi,16:00,Silver,100₹,60,0
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarathi,16:00,RoyalRecliners,250₹,6,0
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarathi,16:00,Royal,200₹,29,4
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarathi,16:00,Club,180₹,55,0
Gujarat,Rajkot,InoxRelianceMegaMallRajkot,Gujarathi,16:00,Executive,160₹,22,0
Gujarat,Ahmedabad,CinepolisAlphaOneMall,Gujarathi,16:15,Premium,200₹,54,1
Gujarat,Ahmedabad,CinepolisAlphaOneMall,Gujarathi,16:15,Normal,150₹,37,0
Gujarat,Ahmedabad,CinepolisAlphaOneMall,Gujarathi,16:15,Executive,150₹,45,0
Gujarat,Vadodara,CinemarcAkota,Gujarathi,18:20,Sofa,110₹,38,0
Gujarat,Vadodara,CinemarcAkota,Gujarathi,18:20,Silver,90₹,72,0
Gujarat,Vadodara,CinemarcAkota,Gujarathi,18:20,Premier,90₹,15,0
Gujarat,Vadodara,CinemarcAkota,Gujarathi,18:20,Sofa,110₹,38,0
Gujarat,Vadodara,CinemarcAkota,Gujarathi,18:20,Silver,90₹,72,12
Gujarat,Vadodara,CinemarcAkota,Gujarathi,18:20,Premier,90₹,15,0
Gujarat,Rajkot,CosmoplexMultiplexKalawadRoad,Gujarathi,20:00,Crew,180₹,10,0
Gujarat,Surat,CinepolisImperialSquareMall,Gujarathi,21:05,Premium,200₹,33,5
Gujarat,Surat,CinepolisImperialSquareMall,Gujarathi,21:05,Normal,180₹,22,0
Gujarat,Surat,CinepolisImperialSquareMall,Gujarathi,21:05,Executive,180₹,79,0
Gujarat,Rajkot,CarnivalGardenHotelAndResortRajkot,Gujarathi,21:10,SingleSofa,300₹,84,21
Gujarat,Ahmedabad,MirajCityPulseManiNagar,Gujarathi,21:45,Gold,100₹,24,4
Gujarat,Surat,InoxRajImperialVarachhaRoad,Gujarathi,22:00,Imperial,380₹,5,1
Gujarat,Surat,InoxRajImperialVarachhaRoad,Gujarathi,22:00,Platinum,210₹,20,0
Gujarat,Surat,InoxRajImperialVarachhaRoad,Gujarathi,22:00,Gold,180₹,23,0
Gujarat,Surat,InoxRajImperialVarachhaRoad,Gujarathi,22:00,Silver,160₹,10,0
