State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Kerala,Kochi,PvrLuluKochi,Malayalam,16:05,Recliner,300₹,9,2
Kerala,Kochi,PvrLuluKochi,Malayalam,16:05,Prime,160₹,64,9
Kerala,Kochi,PvrLuluKochi,Malayalam,16:05,ClassicPlus,140₹,91,12
Kerala,Kochi,PvrLuluKochi,Malayalam,16:05,Classic,110₹,39,0
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,21:40,RoyalRecliner,290₹,10,5
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,21:40,Club,170₹,63,9
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,21:40,Royal,170₹,16,10
Kerala,Thrissur,InoxSobhaCityMall,Malayalam,21:40,Executive,130₹,22,0
Kerala,Kochi,PvrOberonMallErnakulam,Malayalam,22:10,ClassicPlus,160₹,81,47
Kerala,Kochi,PvrOberonMallErnakulam,Malayalam,22:10,Classic,129₹,36,3
