State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Maharashtra,Mumbai,CinepolisSeawoodsLT,English,09:10,Vip,300₹,14,0
Maharashtra,Mumbai,CinepolisSeawoodsLT,English,09:10,Premium,190₹,40,5
Maharashtra,Mumbai,CinepolisSeawoodsLT,English,09:10,Executive,170₹,57,5
Maharashtra,Mumbai,CinepolisSeawoodsLT,English,09:10,Normal,150₹,19,0
Delhi,DelhiNcr,PvrSangamRKPuram,English,09:15,Classic,100₹,135,135
Delhi,DelhiNcr,PvrSangamRKPuram,English,09:15,Prime,100₹,111,111
Delhi,DelhiNcr,PvrSangamRKPuram,English,09:15,PrimePlus,100₹,24,24
Maharashtra,Mumbai,InoxRaghuleelaMallVashi,English,09:20,Executive,112₹,22,0
Maharashtra,Mumbai,InoxRaghuleelaMallVashi,English,09:20,Premier,112₹,85,0
Maharashtra,Mumbai,InoxRaghuleelaMallVashi,English,09:20,Silver,112₹,26,0
Maharashtra,Pune,InoxBundGarden,English,09:30,Royale,200₹,34,0
Maharashtra,Pune,InoxAmanoraMallHadapsar,English,09:50,Royale,230₹,44,0
WestBengal,Kolkata,InoxQuestMallBallygunge,English,10:00,RoyalRecliner,280₹,8,0
WestBengal,Kolkata,InoxQuestMallBallygunge,English,10:00,Club,140₹,112,0
WestBengal,Kolkata,InoxQuestMallBallygunge,English,10:00,Executive,140₹,24,0
WestBengal,Kolkata,InoxQuestMallBallygunge,English,10:00,Royal,140₹,28,0
Maharashtra,Mumbai,InoxAtriaMallWorli,English,10:00,Insignia,330₹,26,0
Maharashtra,Mumbai,MaisonPvrLivingRoomLuxeMumbai,English,10:00,Luxe,400₹,24,2
Maharashtra,Mumbai,MaisonPvrLivingRoomLuxeMumbai,English,10:00,LuxeSuperior,400₹,10,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,10:15,Vip,450₹,8,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,Hindi,10:15,Normal,130₹,25,0
