State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,English,10:00,Classic,110₹,28,0
MadhyaPradesh,Indore,PvrTreasureIslandMallSouthTukoganj,English,10:00,Prime,110₹,69,20
MadhyaPradesh,Bhopal,PvrAuraMallBhopal,English,10:00,Recliner,230₹,11,1
MadhyaPradesh,Bhopal,PvrAuraMallBhopal,English,10:00,Classic,110₹,63,0
MadhyaPradesh,Bhopal,PvrAuraMallBhopal,English,10:00,Prime,110₹,228,23
Delhi,DelhiNcr,CinepolisSmartBharatMall,English,10:30,Normal,150₹,36,4
Assam,Guwahati,CinepolisCentralMall,English,10:30,Vip,320₹,4,0
Assam,Guwahati,CinepolisCentralMall,English,10:30,Premium,170₹,41,0
Assam,Guwahati,CinepolisCentralMall,English,10:30,Executive,130₹,116,0
Assam,Guwahati,CinepolisCentralMall,English,10:30,Normal,110₹,24,0
Chandigarh,Chandigarh,Pvr4DxElanteChandigarh,English,11:15,Classic,350₹,92,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,English,11:15,Vip,450₹,10,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,English,11:15,Normal,130₹,27,0
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,English,11:15,Premium,130₹,34,2
UttarPradesh,Lucknow,CinepolisOneAwadhCenterMall,English,11:15,Executive,130₹,90,0
Uttarakhand,Dehradun,PvrPacificMallDehradun,English,11:35,Prime,140₹,72,4
Uttarakhand,Dehradun,PvrPacificMallDehradun,English,11:35,Classic,112₹,24,0
Maharashtra,Mumbai,PvrCitiMallAndheriW,English,11:40,Recliner,149₹,24,5
Maharashtra,Mumbai,PvrCitiMallAndheriW,English,11:40,Classic,99₹,46,0
Maharashtra,Mumbai,PvrCitiMallAndheriW,English,11:40,Prime,99₹,146,14
Haryana,Gurgaon,InoxGurgaonArdeeMallGurgaon,English,11:45,Insignia,400₹,25,1
Gujarat,Surat,InoxVrSuratDumasRoad,English,12:00,RoyalRecliner,330₹,52,2
Rajasthan,Jaipur,InoxGtCentralMallMalviyaNagar,English,12:00,Royale,310₹,42,2
