State,City,Name,Language,Time(IST),Type,Price,Capacity,Booked
Karnataka,Kalaburagi,MirajCinemasShraddhaMallMadoopura,Punjabi,10:00,Gold,200₹,10,0
Karnataka,Kalaburagi,MirajCinemasShraddhaMallMadoopura,Punjabi,10:00,Executive,110₹,192,0
Karnataka,Kalaburagi,MirajCinemasShraddhaMallMadoopura,Punjabi,10:00,Special,110₹,80,0
Karnataka,Bellary,RrCinemasBellary,Punjabi,11:00,Gold,150₹,124,83
Karnataka,Bellary,RrCinemasBellary,Punjabi,11:00,Silver,100₹,242,132
Karnataka,Bangalore,PvrMsrElementsMallTanisandhraMainRoad,Punjabi,12:45,Classic,150₹,95,0
Karnataka,Mangalore,PvrForumFizaMallPandeshwar,Punjabi,12:45,Classic,150₹,71,0
Karnataka,Bellary,RrCinemasBellary,Punjabi,14:00,Gold,150₹,124,83
Karnataka,Bellary,RrCinemasBellary,Punjabi,14:00,Silver,100₹,242,132
Karnataka,Bangalore,PvrVaishnaviSapphireMallYashwantpur,Punjabi,16:10,Recliner,230₹,9,0
Karnataka,Bangalore,PvrVaishnaviSapphireMallYashwantpur,Punjabi,16:10,Prime,140₹,37,0
Karnataka,Bangalore,PvrVaishnaviSapphireMallYashwantpur,Punjabi,16:10,Classic,112₹,85,0
Karnataka,Mysore,PvrGarudaMallAlbertVictorRoad,Punjabi,16:45,Classic,140₹,102,5
Karnataka,Bellary,RrCinemasBellary,Punjabi,17:00,Gold,150₹,124,83
Karnataka,Bellary,RrCinemasBellary,Punjabi,17:00,Silver,100₹,242,132
Karnataka,Bellary,RrCinemasBellary,Punjabi,20:00,Gold,150₹,124,83
Karnataka,Bellary,RrCinemasBellary,Punjabi,20:00,Silver,100₹,242,132
